id,secondary_id,detail_text,max_grade,input_type,table_schema,sort_order
406,36,غير متابع  للاسكان والأمور الإدارية.,0.16,multi,,38
407,36,التقييم.,0.16,single,,39
408,36,التخطيط للتدريب,0.16,multi,,40
409,36,وجود خطة لتدريب الفوج.,0.16,multi,,41
410,36,تيسر مذكرة التدريب (بقسميها الأول والثاني).,0.16,multi,,42
412,36,وجود سجل الدورات الداخلية والخارجية للضباط والمراتب ومدى ادامتها.,0.16,multi,,44
413,36,وجود سجل وإضبارة تقارير سير التدريب.,0.16,multi,,45
414,36,وجود سجل وأضبارة تقارير سير التدريب غير مدام,0.16,multi,,46
415,36,وجود اضبارة وصايا ومحاضرات أيام الضباط.,0.16,multi,,47
416,36,وجود سجل دورات ضباط والمراتب.,0.16,multi,,48
417,36,وجود اعداد وصايا ومناهج التدريب وتنظيمها بموجب كراسة اعداد المناهج.,0.16,multi,,49
418,36,الحركات (موقع القيادة),0.16,multi,,50
420,36,(وجود ـ عدم وجود ) خرائط (الموقف العام، الموقف الخاص، موقف الاستخبارات).,0.16,multi,,52
421,36,(تيسر ـ عدم تيسر)  الاتصالات السلكية واللاسلكية (بعيدة – قريبة) عن موقع القيادة.,0.16,multi,,53
422,36,(وجود ـ عدم وجود) سياق الحركة الفورية (وجود الاعداد الورقي او عدم وجود).,0.16,multi,,54
423,36,وجود سياق الحركة الفورية وخطتي الدفاع المحلي ومكافحة الحرائق (اعداد ورقي وتنفيذ ممارسات).,0.16,multi,,55
424,36,خطتي الدفاع المحلي ومكافحة الحرائق (اعداد ورقي وتنفيذ ممارسات).,0.16,multi,,56
425,36,عدم وجود سياقات العمل الثابتة والاوامر الثابتة.,0.16,multi,,57
426,36,محتويات المكتب,0.16,multi,,58
428,36,ادامة الاجهزة وصلاحيتها (حاسبات، استنساخ،  طابعة ملونة وعادية، تالفة ورق).,0.16,multi,,60
429,36,تكامل محتويات صندوق الحركة الفورية.,0.16,multi,,61
101,21,إيجاز المنطقة الأمنية (Briefing),10.00,multiple,null,0
430,36,وجود سجلات (أوامر القسم الأول، الصادر والوارد للكتب والرسائل، كشف الخفارة، المواقف، المحالين على التقاعد، فسخ العقد، الاجازات الدورية، موقف المجالس التحقيقية، العيادات والاجازات المرضية والعلاج خارج البلاد، التفتيشات، اللجان، التبليغات والاوامر، الواجبات، قدم ضباط الصف، الهيكل التنظيمي، فصيلة الدم والتبرع بالدم، أرباب الحرف، كشف الموظفين).,0.16,multi,,62
431,36,وجود لوحات (واجبات المفوض الكاتب، نظام البديلين، الاعلانات، المواقف الشهرية، سياق تداول البريد، اسماء تعريفية، مفتاح الاضابير، فهرست السجلات، وصايا أمن المكتب، توزيع البريد الداخلي والخارجي، المتابعة، الانارة البديلة، مستحقي الترقية، القوة العمومية، الاسلحة، الاعتدة، الاليات، أجهزة الاتصالات).,0.16,multi,,63
432,36,رئيس عرفاء الفوج,0.16,multi,,64
433,36,المام بواجباته ومدى كفائته في السيطرة على ضباط الصف والمنتسبين وتنظيم الاعمال داخل المقر.,0.16,multi,,65
434,36,اهتمام بالقيافة الشخصية والضبط العسكري ومتابعة تكامل تجهيزات المقاتلين.,0.16,multi,,66
435,36,اعداد الموجود اليومي وفق سجل التعداد اليومي وتوزيعه للواجبات بصورة عادلة في نقاط الحراسة للمقر والواجبات الاخرى.,0.16,multi,,67
436,36,متابعته لسكن المنتسبين وتأمين مستلزمات الراحة لهم.,0.16,multi,,68
437,36,قطع الدلالة ومخطط توضيحي لمرافق الفوج.,0.16,multi,,69
438,36,دوره وفعاليته بسياق استلام الموجود والعرض الصباحي.,0.16,multi,,70
439,36,دوره جيد في سياق استلام الموجود مع فقط لائحة العرض الصباحي.,0.16,multi,,71
440,36,دوره وفعاليته بسياق استلام الموجود والعرض الصباحي فوق الوسط.,0.16,multi,,72
441,36,دوره غير جيد في سياق استلام الموجود مع فقط لائحة العرض الصباحي.,0.16,multi,,73
442,36,عرض مشاكل المنتسبين على الامر لغرض حلها.,0.16,multi,,74
443,36,متابعته لنظافة مرافق الوحدة بمستوى وسط.,0.16,multi,,75
446,36,الاتصالات اللاسلكية مع المقرات العليا والدنيا.,0.16,multi,,78
447,36,الاتصالات السلكية داخل المقر.,0.16,multi,,79
448,36,تيسر وصايا ومناهج تدريب الاتصالات والعمل بها.,0.16,multi,,80
449,36,تيسر الاتصالات الجوالة (عجلة امر الوحدة وضباط الارتباط، خدمة السعاة).,0.16,multi,,81
450,36,الجانب التدريبي,0.16,multi,,82
451,36,صلاحية ساحات التدريب وتيسر الميادين المختلفة والصفوف الدراسية.,0.16,multi,,83
452,36,مدخرات ومساعدات التدريب والكراسات التدريبية في ساحة العرض.,0.16,multi,,84
453,36,توفر مدخرات ومساعدات التدريب والكراسات التدريبية في ساحة العرض.,0.16,multi,,85
454,36,توفر مدخرات ومساعدات التدريب والكراسات التدريبية في ساحة العرض وسط.,0.16,multi,,86
455,36,تنفيذ مناهج التدريب حسب ما مخطط له.,0.16,multi,,87
456,36,محتويات اضبارة التدريب (اعداد خطة التدريب، بطاقة تهيئة الدرس، منهج التوقيتات، منهاج التدريب الأسبوعي).,0.16,multi,,88
457,36,الساعات المطلوبة للتدريب الصحي في منهج التدريب الاسبوعي.,0.16,multi,,89
458,36,تخصيص الساعات المطلوبة للتدريب الصحي.,0.16,multi,,90
459,36,تخصيص الساعات المطلوبة للتدريب الصحي في منهج التدريب الاسبوعي.,0.16,multi,,91
461,36,الكراسات والمحاضرات التدريبية ووسائل الايضاح والنماذج المقطعية الخاصة بالتدريب الصحي حسب منهج التدريب الاسبوعي.,0.16,multi,,93
462,36,عينة من المنتسبين بموامضيع التدريب الصحي.,0.16,multi,,94
463,36,تخصيص الساعات المطلوبة للتدريب الصحي وتم اجراء اختبار عينة من المنتسبين بالتدريب الصحي والاسعافات الاولية وحمل الجريح.,0.16,multi,,95
464,36,الرمي,0.16,multi,,96
465,36,تهيئة ميادين الرمي ومتطلباتها.,0.16,multi,,97
466,36,تصفير الأسلحة.,0.16,multi,,98
467,36,اوضاع الرمي ومدى تطبيقها بدقة.,0.16,multi,,99
468,36,تمرين الرمي للبندقية والمسدس لجميع الضباط في الوحدة.,0.16,multi,,100
469,36,التدريب البدني,0.16,multi,,101
470,36,تيسر وتنفيذ وصايا ومناهج التدريب البدني والرياضة المسائية.,0.16,multi,,102
471,36,معدات واجهزة التدريب البدني.,0.16,multi,,103
472,36,فحص الكادر التدريبي.,0.16,multi,,104
473,36,كفاءة الكادر التدريبي جيدة,0.16,multi,,105
474,36,الميادين والملاعب ومستوى ادامتها.,0.16,multi,,106
475,36,اجراء فحص الكفاءة البدنية وتشمل الآتي:,0.16,multi,,107
476,36,الاسكان والبنى التحتية,0.16,multi,,108
477,36,تيسر قاعات منام ملائمة ومدى أستيعابها وترتيب اسرتها ودواليبها.,0.16,multi,,109
478,36,توفر الانارة الداخلية والانارة البديلة في قاعات المنام والمكاتب والانارة الخارجية في الساحات والكراجات والشوارع.,0.16,multi,,110
104,21,مدى اهتمامه بالتدريب وخلق الفرص الملائمة.,5.00,multiple,null,3
479,36,توفر الانارة الداخلية والانارة البديلة في قاعات المنام والمكاتب وعدم وجود الانارة الخارجية في الساحات والكراجات والشوارع.,0.16,multi,,111
480,36,توفر الانارة الداخلية والانارة البديلة في قاعات المنام والمكاتب والانارة الخارجية في الساحات والمرآب والطرق.,0.16,multi,,112
481,36,مدى الاهتمام بنظافة الوحدة والمساحات الخضراء.,0.16,multi,,113
482,36,توفر التهوية الجيدة (الشبابيك، المراوح) لقاعات المنام والمكاتب.,0.16,multi,,114
483,36,توفر أجهزة التكييف لقاعات المنام والمكاتب.,0.16,multi,,115
484,36,توفر أجهزة التكييف لقاعات المنام والمكاتب وجيدة.,0.16,multi,,116
485,36,تيسر قائمة بأسماء شاغلي قاعات المنام والمكاتب.,0.16,multi,,117
486,36,تيسر أدوات مكافحة الحريق بالقرب من قاعات المنام وداخل الأبنية.,0.16,multi,,118
487,36,مدى نظافة المجاميع الصحية المخصصة لقاعات المنام والمكاتب وتيسر مفرغات الهواء فيها.,0.16,multi,,119
488,36,تيسر المنظفات والمعقمات وأدوات التنظيف في المجاميع الصحية.,0.16,multi,,120
489,36,سرايا البندقيات,0.16,multi,,121
491,36,رئيس عرفاء السرية (كفاءته، متابعته في تنظيم السرية، متابعته تجهيزات وسكن المنتسبين، اعداد الموجود اليومي، الاهتمام بساحة العرض).,0.16,multi,,123
492,36,كفاءة ر.ع السرية جيدة من ناحية التنظيم والمتابعة.,0.16,multi,,124
493,36,كفاءة رئيس عرفاء السرية جيدة في التنظيم والمتابعة والسكن واعداد الموجود.,0.16,multi,,125
494,36,مستودع السرية (نظافته، ترتيبه، أدوات مكافحة الحريق، بطاقة).,0.16,multi,,126
549,37,مستوى تأهيل العاملين على أجهزة كشف المتفجرات.,0.32,multi,,52
497,37,أمر السيطرة ومعاونيه,0.32,multi,,0
498,37,مدى مطابقة الإيجاز المقدم مع المهمة الفعلية وأسس التفتيش.,0.32,multi,,1
499,37,كفاءة أمر السيطرة في القيادة والإدارة وتحمل المسؤولية.,0.32,multi,,2
500,37,مستوى أداء المعاون وضابط الشفت وإلمامهم بمهامهم.,0.32,multi,,3
501,37,الإشراف الميداني الفعال على عمل السيطرة.,0.32,multi,,4
502,37,التنسيق مع الأجهزة الأمنية الساندة.,0.32,multi,,5
504,37,اجراء ممارسات افتراضية لفحص كفاءة الكلاب البوليسية وجميع أجهزة الكشف التابعة الى مديرية مكافحة المتفجرات.,0.32,multi,,7
505,37,تم اجراء ممارسة افتراضية داخل السيطرة، وفحص مفارز الكلاب البوليسية وأجهزة الكشف التابعة الى مديرية مكافحة المتفجرات، وكان مستوى التنفيذ (فوق الوسط),0.32,multi,,8
506,37,متابعة ادامة كافة السجلات الخاصة برصد المخالفات من قبل كافة الأجهزة الأمنية المتواجدة في السيطرة.,0.32,multi,,9
507,37,التقييم.,0.32,single,,10
508,37,التنظيم والإجراءات الإدارية,0.32,multi,,11
509,37,تنظيم المكاتب والسجلات الإدارية والمالية وإدامتها.,0.32,multi,,12
510,37,وصايا أمن المكتب والمعلومات.,0.32,multi,,13
511,37,سياق تداول البريد وتنظيم الأرشيف (ورقي وإلكتروني).,0.32,multi,,14
512,37,آلية الاستماع لشكاوى المنتسبين وحلها.,0.32,multi,,15
513,37,تنفيذ الأوامر الإدارية الصادرة من المراجع العليا.,0.32,multi,,16
514,37,غرفة الحركات,0.32,multi,,17
515,37,تنظيم غرفة الحركات والتجهيزات الأساسية.,0.32,multi,,18
516,37,مدى ادامة وتنفيذ خطتي  (الدفاع المحلي، مكافحة الحريق).,0.32,multi,,19
517,37,كفاءة وفاعلية أجهزة الاتصالات السلكية واللاسلكية والاتصالات البديلة.,0.32,multi,,20
518,37,اكتمال السجلات  (سجل الحوادث، البرقيات، الزيارات).,0.32,multi,,21
519,37,توفر المواقف واللوحات الإيضاحية المطلوبة.,0.32,multi,,22
520,37,توفر اللوحات الإيضاحية المطلوبة في نقطة السيطرة.,0.32,multi,,23
521,37,البنية التحتية والاتصالات,0.32,multi,,24
522,37,ملاءمة قاعات المنام والخدمات (مطابخ، مجاميع صحية، تكييف).,0.32,multi,,25
523,37,توفر خط كهرباء طوارئ (مولدات) وصلاحيتها.,0.32,multi,,26
524,37,توفر أدوات مكافحة الحريق في جميع المرافق.,0.32,multi,,27
525,37,الوضع العام للنظافة والمظهر العام للسيطرة (داخلياً وخارجياً).,0.32,multi,,28
526,37,كفاءة ضابط الآليات وإلمامه بواجباته.,0.32,multi,,29
527,37,اكتمال السجلات الفنية للآليات (ذمة، صيانة، إدامة).,0.32,multi,,30
528,37,الحالة الفنية للعجلات ومدى جاهزيتها.,0.32,multi,,31
529,37,الحالة الفنية للعجلات ومدى جاهزيتها جيدة وعددها (4) عجلات مختلفة الانواع.,0.32,multi,,32
530,37,تنظيم مستودع الوقود والزيوت ونقطة الإدامة.,0.32,multi,,33
531,37,توفر رحبة العجلات ومعدات الإطفاء الخاصة بها.,0.32,multi,,34
532,37,توفر رحبة العجلات رحبة عجلات بسيطة من حيث المساحة وعدم توفر مسقفات العجلات ومعدات الإطفاء الخاصة بها.,0.32,multi,,35
533,37,كفاءة ضابط الميرة وإجراءات التخزين الآمن.,0.32,multi,,36
534,37,كفاءة ضابط الميرة في إجراءات التخزين الآمن بمستوى وسط.,0.32,multi,,37
535,37,تحصين المشجب وأمنه (كاميرات مراقبة، كفالات).,0.32,multi,,38
536,37,آلية صرف الأسلحة والاعتدة والمعدات.,0.32,multi,,39
537,37,آلية صرف الأسلحة والاعتدة والمعدات منظمة بشكل جيد.,0.32,multi,,40
538,37,دقة سجلات الذمة ومطابقتها للواقع.,0.32,multi,,41
539,37,نسبة تكامل الأسلحة والعتاد ونسبة العاطل.,0.32,multi,,42
540,37,إنجاز المجالس التحقيقية المتعلقة بالذمة.,0.32,multi,,43
541,37,الجاهزية الاختصاصية والتجهيزات المتخصصة,0.32,multi,,44
542,37,جاهزية العجلات الاختصاصية (كشف متفجرات، مخدرات) وأجهزتها.,0.32,multi,,45
543,37,فعالية منظومة كاميرات المراقبة وتغطيتها.,0.32,multi,,46
544,37,تحديث قواعد البيانات (المطلوبين، العجلات المسروقة).,0.32,multi,,47
545,37,تصميم السيطرة (منحنيات تفتيش، مسقفات، مطبات، قطع دلالة).,0.32,multi,,48
546,37,توفر التحصينات والأسيجة الأمنية وأبراج المراقبة.,0.32,multi,,49
547,37,توفر الدوائر الساندة (الإسعاف، الدفاع المدني).,0.32,multi,,50
548,37,إدامة حضائر الكلاب البوليسية والرعاية البيطرية.,0.32,multi,,51
604,38,أقسام شؤون الإقامة,0.24,multi,,45
551,37,التأكد من عدم وجود طرق فرعية تتجاوز السيطرة.,0.32,multi,,54
552,37,التدريب والكفاءة القتالية,0.32,multi,,55
554,37,مستوى الإتقان في التدريب العسكري الأساسي (حركات المشاة، الأسلحة).,0.32,multi,,57
555,37,تنفيذ خطة الرمي السنوية ومستوى دقة الرماة.,0.32,multi,,58
556,37,الالتزام ببرامج التدريب البدني وتوفر الميادين المناسبة.,0.32,multi,,59
557,37,اكتمال سجلات التدريب (المذكرات، الخطط، الدورات).,0.32,multi,,60
558,37,مدى مشاركة المنتسبين في الدورات التخصصية والداخلية.,0.32,multi,,61
559,38,جودة الإيجاز المقدم من المدير ومدى مطابقته للواقع.,0.24,multi,,0
560,38,مــدى إلمام المدير بواجباته ومـهام قسمه.,0.24,multi,,1
561,38,فعالية نظام البديلين وضمان استمرارية العمل.,0.24,multi,,2
562,38,مدى التنسيق مع أمر المنطقة الأمنية ودمج العمل ضمن خطة الأمن المناطقي.,0.24,multi,,3
563,38,لا يوجد التنسيق مع أمر المنطقة الأمنية ضمن خطة الأمن المناطقي.,0.24,multi,,4
565,38,تنظيم السجلات والإجراءات الإدارية.,0.24,multi,,6
566,38,تقييم الإجراءات الأمنية لحماية المنشآت والموظفين والمراجعين.,0.24,multi,,7
567,38,جاهزية خطط الدفاع المحلي والطوارئ.,0.24,multi,,8
568,38,وجود الإعداد الورقي لخطتي الدفاع المحلي واطفاء الحرائق.,0.24,multi,,9
569,38,وجود الإعداد الورقي لخطتي الدفاع المحلي واطفاء الحرائق ويجري الممارسة عليها مع وجود سجل لتلافي السلبيات بالممارسات.,0.24,multi,,10
570,38,عدم وجود لوحات دلالة بأسماء المنتسبين المشمولين بالخطة مع بدلائهم.,0.24,multi,,11
571,38,تدريب المنتسبين على التعامل مع الحوادث الأمنية.,0.24,multi,,12
572,38,إجراءات تأمين الوثائق من مخاطر الحريق بشكل متوسط.,0.24,multi,,13
573,38,تأمين الوثائق والمستندات الرسمية من الضياع أو التزوير.,0.24,multi,,14
574,38,مطابقة الملاك البشري (الضباط، المراتب، الموظفين) مع الموجود والنشاط الفعلي.,0.24,multi,,15
575,38,جرد الأسلحة والعتاد والآليات وأجهزة الاتصالات وبيان نسب التكامل والجاهزية.,0.24,multi,,16
576,38,وجود أسلحة واعتدة وأجهزة اتصالات غير مطابقة مع الملاك وهي غير مدامة ولم يتم خزنها بالصورة الصحيحة.,0.24,multi,,17
577,38,تقيم كفاءة البنى التحتية (المباني، القاعات، الخدمات).,0.24,multi,,18
578,38,أقسام الجنسية والمعلومات المدنية,0.24,multi,,19
579,38,كفاءة الأنظمة البرمجية وقواعد البيانات المستخدمة.,0.24,multi,,20
580,38,كفاءة الأنظمة البرمجية وقواعد البيانات المستخدمة. متوسطة وتحتاج الى تطوير.,0.24,multi,,21
581,38,أماكن حفظ الاستمارات (نموذج 1) والأوليات منظم وأمن عالي.\,0.24,multi,,22
582,38,كفاءة الأنظمة البرمجية وقواعد البيانات المستخدمة تحتاج الى تطوير.,0.24,multi,,23
583,38,دقة وسرعة إصدار البطاقة الوطنية الموحدة.,0.24,multi,,24
584,38,دقة وسرعة إصدار البطاقة الوطنية الموحدة عالي جدا ضمن التوقيت المحدد.,0.24,multi,,25
585,38,دقة وسرعة إصدار البطاقة الوطنية الموحدة مع تأخير محدود.,0.24,multi,,26
586,38,توفر الأجهزة والحاسبات الحديثة والاستفادة منها.,0.24,multi,,27
587,38,توفر الأجهزة والحاسبات الحديثة ويجري العمل بها برغم تقدم الآجال.,0.24,multi,,28
588,38,الأجهزة والحاسبات الحديثة متوفرة جزئياً.,0.24,multi,,29
589,38,تنظيم وأمن أماكن حفظ الاستمارات (نموذج 1) والأوليات.,0.24,multi,,30
590,38,أماكن حفظ الاستمارات (نموذج 1) والأوليات منظمة ومدامة.,0.24,multi,,31
591,38,أقسام وشعب مكتب المعلومات المركزي,0.24,multi,,32
592,38,دقة إجراءات تدقيق المعاملات وإصدار بطاقات السكن.,0.24,multi,,33
593,38,الالتزام بالتعليمات الخاصة بالتوقيع من قبل ضابط المكتب حصرا على بطاقة السكن.,0.24,multi,,34
594,38,صحة ودقة إدخال البيانات وأرشفتها إلكترونياً.,0.24,multi,,35
595,38,إدخال البيانات بشكل دقيق ومؤرشفة بالكامل.,0.24,multi,,36
596,38,وضوح إجراءات العمل للمراجعين (اللوحات الإرشادية).,0.24,multi,,37
597,38,وجود اللوحات الإرشادية بشكل واضح ومعلقة.,0.24,multi,,38
598,38,عدم وجود اللوحات الإرشادية بشكل واضح ومعلقة.,0.24,multi,,39
599,38,الالتزام بالتعليمات وعدم تفويض التوقيع.,0.24,multi,,40
601,38,تأمين الوثائق من المخاطر (الحرائق، العبث).,0.24,multi,,42
602,38,إجراءات تأمين الوثائق من مخاطر الحريق بشكل ضعيف.,0.24,multi,,43
603,38,إجراءات تأمين الوثائق من مخاطر الحريق بشكل جيد.,0.24,multi,,44
606,38,متابعة من قبل قسمي العرب والأجانب حال صدور سمات الدخول وانتهائها بشكل دقيق.,0.24,multi,,47
607,38,متابعة من قبل قسمي العرب والأجانب حال صدور سمات الدخول وانتهائها بشكل ضعيف.,0.24,multi,,48
608,38,متابعة من قبل قسمي العرب والأجانب حال صدور سمات الدخول وانتهائها بشكل جيد.,0.24,multi,,49
609,38,فعالية متابعة تنفيذ أوامر (الإبعاد، الإخراج، منع السفر... الخ).,0.24,multi,,50
610,38,تكامل السجلات والبيانات مع الجهات المعنية.,0.24,multi,,51
611,38,أقسام شؤون الجوازات,0.24,multi,,52
612,38,دقة تدقيق المستمسكات ومطابقتها لأصولها.,0.24,multi,,53
614,38,التزام الكامل بالإجراءات في إصدار جوازات السفر (أول مرة، بدل تالف/ ضائع).,0.24,multi,,55
615,38,كفاءة أنظمة الأرشفة الإلكترونية للوثائق.,0.24,multi,,56
616,38,كفاءة أنظمة الأرشفة الإلكترونية للوثائق عالي جداً.,0.24,multi,,57
617,38,دقة استيفاء الرسوم والحسابات المالية.,0.24,multi,,58
618,38,المنافذ الحدودية (بري، بحري، جوي),0.24,multi,,59
619,38,تقييم أداء الشعب الرئيسية (شعبة التنفيذ، شعبة المنع، شعبة الوافدين والمغادرين، تكنولوجيا المعلومات).,0.24,multi,,60
620,38,مدى تكامل العمل بين هذه الشعب.,0.24,multi,,61
621,38,فعالية عمليات التدقيق على الوافدين والمغادرين.,0.24,multi,,62
622,38,كفاءة ضبط الوثائق المزورة في المنفذ.,0.24,multi,,63
623,38,كفاءة متوسطه للوثائق المزورة في المنفذ.,0.24,multi,,64
624,38,كفاءة عالية واكتشاف سريع للوثائق المزورة في المنفذ.,0.24,multi,,65
625,38,دقة وسرعة تحديث قوائم الممنوعين من السفر والمطلوبين.,0.24,multi,,66
626,38,مستوى الخدمات المقدمة للمسافرين.,0.24,multi,,67
627,38,جاهزية الأنظمة التقنية والتكنولوجية المستخدمة.,0.24,multi,,68
628,38,حالة البنى التحتية للمنفذ وملاءمتها للعمل.,0.24,multi,,69
629,38,النزاهة والشفافية ومكافحة الفساد,0.24,multi,,70
630,38,مدى الالتزام بالتعليمات والأنظمة الإدارية والمالية.,0.24,multi,,71
631,38,التزام بالتعليمات والأنظمة الإدارية والمالية بشكل كامل.,0.24,multi,,72
632,38,فحص الشكاوى المقدمة من المراجعين وآلية معالجتها.,0.24,multi,,73
633,38,التدقيق على السجلات المالية (سجل محاسبة 66) ومطابقتها.,0.24,multi,,74
634,38,فحص إجراءات التأكد من هوية المراجعين.,0.24,multi,,75
635,38,التدقيق على الأختام الرسمية (مثل ختم الصورة) لمنع التزوير.,0.24,multi,,76
636,38,تقييم الإجراءات المشددة لحماية البطاقات والجوازات الخام.,0.24,multi,,77
637,38,المتابعة والتقييم,0.24,multi,,78
638,38,متوسط زمن إنهاء المعاملة للمراجع.,0.24,multi,,79
640,38,عدد الوثائق المزورة المضبوطة.,0.24,multi,,81
641,38,إجراء مقابلات مع المدراء والمنتسبين لتحديد الصعوبات.,0.24,multi,,82
642,38,تحليل أوجه القصور في الدعم الفني أو اللوجستي أو البشري.,0.24,multi,,83
643,39,تحديد نوع الهدف وأهميته وتأمين القوة اللازمة لحمايته.,1.82,multi,,0
644,39,بيان عدد الأهداف المحمية والغير محمية والمطابقة مع الموجود الفعلي وحسب تصنيف الأهداف.,1.82,multi,,1
646,39,اجراء المقابلات الأسبوعية والاستماع والنظر بطلبات كافة منسوبي حماية المنشات.,1.82,multi,,3
647,39,ادامة كافة السجلات المطلوبة للاعمال اليومية.,1.82,multi,,4
648,39,توفر العنصر النسوي لتفتيش المراجعات للدوائر الحكومية وبيان مدى الحاجة.,1.82,multi,,5
649,39,توفر العنصر النسوي (المفتشات) في كافة الاهداف لتفتيش المراجعات.,1.82,multi,,6
650,39,التدريب وبيان مدى قابلية المنتسبين في استخدام الاسلحة الخفيفة.,1.82,multi,,7
651,39,اجراء الرمي السنوي أو الفصلي وبيان مدى كفاءة المنتسبين.,1.82,multi,,8
652,39,بيان الاتصالات ومدى صلاحيتها.,1.82,multi,,9
653,39,التقييم.,1.82,single,,10
654,40,عائديه الأرض,0.91,multi,,0
655,40,موجود الكلي () منهم () ضابط و() منتسب و()موظف.,0.91,multi,,1
